date,month,platform,ipi_category,price,price_type
2025-07-01,2025-07,Upwork,Finance & Accounting,62.45,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,93.23,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,83.99,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,91.89,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,66.08,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,86.84,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,69.04,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,85.49,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,137.7,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,71.58,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,77.97,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,126.72,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,121.88,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,173.64,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,73.92,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,112.5,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,94.73,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,58.35,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,77.34,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,81.61,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,153.17,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,90.55,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,57.0,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,135.28,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,71.17,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,123.55,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,183.79,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,51.76,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,95.37,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,113.12,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,148.89,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,84.78,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,107.6,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,53.56,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,103.53,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,52.26,mock_price
2025-07-01,2025-07,Upwork,Finance & Accounting,108.36,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,72.53,mock_price
2025-07-01,2025-07,Fiverr,Finance & Accounting,102.62,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,101.62,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,113.33,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,110.72,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,108.13,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,98.23,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,66.1,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,169.08,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,124.4,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,73.39,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,89.22,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,84.44,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,66.55,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,60.19,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,92.49,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,74.04,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,102.84,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,38.46,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,180.27,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,120.4,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,100.1,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,69.85,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,94.54,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,76.52,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,71.08,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,92.83,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,108.27,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,70.92,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,99.3,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,118.35,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,54.85,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,98.7,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,83.27,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,128.73,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,122.7,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,140.52,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,140.06,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,84.43,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,118.65,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,128.81,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,75.19,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,69.81,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,86.35,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,115.76,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,86.5,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,96.68,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,44.58,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,86.13,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,95.61,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,142.47,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,60.32,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,62.35,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,121.75,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,99.72,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,65.64,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,125.24,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,96.77,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,47.29,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,40.41,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,124.99,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,106.16,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,133.01,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,80.19,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,98.35,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,50.76,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,107.01,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,111.92,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,81.89,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,133.27,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,64.87,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,91.35,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,56.48,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,99.19,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,131.91,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,97.86,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,91.22,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,71.67,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,58.84,mock_price
2025-07-01,2025-07,Fiverr,Consulting & Legal Services,55.32,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,114.57,mock_price
2025-07-01,2025-07,Upwork,Consulting & Legal Services,143.92,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,129.38,mock_price
2025-08-01,2025-08,Upwork,Content Writing,144.7,mock_price
2025-08-01,2025-08,Upwork,Content Writing,71.06,mock_price
2025-08-01,2025-08,Upwork,Content Writing,85.43,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,129.7,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,111.48,mock_price
2025-08-01,2025-08,Upwork,Content Writing,64.49,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,113.38,mock_price
2025-08-01,2025-08,Upwork,Content Writing,107.86,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,150.96,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,123.37,mock_price
2025-08-01,2025-08,Upwork,Content Writing,135.69,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,81.96,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,125.52,mock_price
2025-08-01,2025-08,Upwork,Content Writing,103.29,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,93.63,mock_price
2025-08-01,2025-08,Upwork,Content Writing,63.41,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,106.46,mock_price
2025-08-01,2025-08,Upwork,Content Writing,79.91,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,76.62,mock_price
2025-08-01,2025-08,Upwork,Content Writing,111.6,mock_price
2025-08-01,2025-08,Upwork,Content Writing,78.68,mock_price
2025-08-01,2025-08,Upwork,Content Writing,62.48,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,122.01,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,130.0,mock_price
2025-08-01,2025-08,Upwork,Content Writing,173.26,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,80.64,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,50.24,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,68.86,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,60.0,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,107.52,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,90.21,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,122.65,mock_price
2025-08-01,2025-08,Upwork,Content Writing,105.71,mock_price
2025-08-01,2025-08,Upwork,Content Writing,94.68,mock_price
2025-08-01,2025-08,Upwork,Content Writing,114.31,mock_price
2025-08-01,2025-08,Upwork,Content Writing,63.58,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,139.48,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,78.81,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,87.44,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,90.51,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,69.98,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,64.55,mock_price
2025-08-01,2025-08,Upwork,Content Writing,116.43,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,81.21,mock_price
2025-08-01,2025-08,Upwork,Content Writing,140.29,mock_price
2025-08-01,2025-08,Upwork,Content Writing,192.13,mock_price
2025-08-01,2025-08,Upwork,Content Writing,111.39,mock_price
2025-08-01,2025-08,Upwork,Content Writing,59.26,mock_price
2025-08-01,2025-08,Upwork,Content Writing,125.84,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,135.38,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,92.67,mock_price
2025-08-01,2025-08,Upwork,Content Writing,114.78,mock_price
2025-08-01,2025-08,Upwork,Content Writing,70.83,mock_price
2025-08-01,2025-08,Upwork,Content Writing,65.75,mock_price
2025-08-01,2025-08,Upwork,Content Writing,127.19,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,103.91,mock_price
2025-08-01,2025-08,Upwork,Content Writing,86.62,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,164.17,mock_price
2025-08-01,2025-08,Upwork,Content Writing,59.71,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,50.92,mock_price
2025-08-01,2025-08,Upwork,Content Writing,78.14,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,100.88,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,92.53,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,92.99,mock_price
2025-08-01,2025-08,Upwork,Content Writing,94.41,mock_price
2025-08-01,2025-08,Upwork,Content Writing,104.5,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,123.96,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,130.74,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,68.69,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,159.99,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,58.47,mock_price
2025-08-01,2025-08,Upwork,Content Writing,79.8,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,121.16,mock_price
2025-08-01,2025-08,Upwork,Content Writing,170.34,mock_price
2025-08-01,2025-08,Upwork,Content Writing,54.87,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,127.08,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,78.88,mock_price
2025-08-01,2025-08,Upwork,Content Writing,75.75,mock_price
2025-08-01,2025-08,Fiverr,Content Writing,71.7,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,281.65,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,170.27,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,141.9,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,125.86,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,224.87,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,138.08,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,155.01,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,134.34,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,112.22,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,320.41,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,150.49,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,159.52,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,182.31,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,120.04,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,260.39,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,168.74,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,242.25,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,233.7,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,273.1,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,104.57,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,205.09,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,79.23,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,271.32,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,163.12,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,196.38,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,268.0,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,310.41,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,101.03,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,115.6,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,155.03,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,131.08,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,134.02,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,173.5,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,83.55,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,154.39,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,243.52,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,172.77,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,152.02,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,155.8,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,169.95,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,144.55,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,310.01,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,214.33,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,138.65,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,134.14,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,131.09,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,152.16,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,257.93,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,193.96,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,227.16,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,102.1,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,165.95,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,83.63,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,62.87,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,312.44,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,147.77,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,104.06,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,167.39,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,187.0,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,159.49,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,172.15,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,210.74,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,116.3,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,176.98,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,184.67,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,127.95,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,133.01,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,215.52,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,217.86,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,160.33,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,206.01,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,67.67,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,212.88,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,95.72,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,109.08,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,218.87,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,215.92,mock_price
2025-08-01,2025-08,Fiverr,Technical Writing,249.5,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,112.34,mock_price
2025-08-01,2025-08,Upwork,Technical Writing,128.56,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,237.08,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,110.91,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,111.89,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,109.2,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,85.48,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,119.64,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,90.79,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,91.56,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,197.65,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,170.37,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,164.89,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,118.57,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,148.08,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,120.22,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,222.17,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,113.82,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,173.4,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,135.44,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,137.17,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,244.26,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,114.5,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,174.33,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,120.47,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,185.45,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,326.84,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,214.44,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,143.55,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,128.74,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,201.55,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,169.84,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,69.55,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,296.74,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,152.51,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,119.41,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,137.37,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,247.03,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,98.24,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,167.21,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,96.94,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,160.57,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,107.42,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,143.37,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,185.39,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,113.86,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,141.76,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,163.81,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,116.7,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,161.95,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,104.55,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,146.61,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,173.85,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,124.46,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,117.49,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,157.08,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,214.44,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,115.24,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,90.83,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,179.04,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,155.24,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,202.69,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,93.64,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,129.68,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,122.98,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,155.47,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,177.59,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,142.64,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,206.65,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,126.32,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,96.56,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,46.6,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,125.82,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,213.13,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,371.62,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,127.3,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,138.4,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,235.73,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,129.1,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,123.17,mock_price
2025-08-01,2025-08,Fiverr,Translation & Localization,103.96,mock_price
2025-08-01,2025-08,Upwork,Translation & Localization,118.08,mock_price
2025-08-01,2025-08,Upwork,SEO,147.9,mock_price
2025-08-01,2025-08,Upwork,SEO,63.06,mock_price
2025-08-01,2025-08,Upwork,SEO,95.92,mock_price
2025-08-01,2025-08,Fiverr,SEO,61.01,mock_price
2025-08-01,2025-08,Fiverr,SEO,76.55,mock_price
2025-08-01,2025-08,Upwork,SEO,97.38,mock_price
2025-08-01,2025-08,Upwork,SEO,217.08,mock_price
2025-08-01,2025-08,Fiverr,SEO,114.0,mock_price
2025-08-01,2025-08,Fiverr,SEO,205.6,mock_price
2025-08-01,2025-08,Fiverr,SEO,107.72,mock_price
2025-08-01,2025-08,Upwork,SEO,76.73,mock_price
2025-08-01,2025-08,Fiverr,SEO,138.57,mock_price
2025-08-01,2025-08,Upwork,SEO,138.93,mock_price
2025-08-01,2025-08,Fiverr,SEO,114.4,mock_price
2025-08-01,2025-08,Fiverr,SEO,89.79,mock_price
2025-08-01,2025-08,Fiverr,SEO,187.08,mock_price
2025-08-01,2025-08,Upwork,SEO,118.03,mock_price
2025-08-01,2025-08,Upwork,SEO,116.98,mock_price
2025-08-01,2025-08,Upwork,SEO,158.29,mock_price
2025-08-01,2025-08,Upwork,SEO,116.37,mock_price
2025-08-01,2025-08,Upwork,SEO,172.36,mock_price
2025-08-01,2025-08,Fiverr,SEO,86.37,mock_price
2025-08-01,2025-08,Fiverr,SEO,109.28,mock_price
2025-08-01,2025-08,Upwork,SEO,131.27,mock_price
2025-08-01,2025-08,Upwork,SEO,153.26,mock_price
2025-08-01,2025-08,Upwork,SEO,154.98,mock_price
2025-08-01,2025-08,Fiverr,SEO,93.94,mock_price
2025-08-01,2025-08,Fiverr,SEO,106.03,mock_price
2025-08-01,2025-08,Upwork,SEO,200.17,mock_price
2025-08-01,2025-08,Fiverr,SEO,99.24,mock_price
2025-08-01,2025-08,Upwork,SEO,116.39,mock_price
2025-08-01,2025-08,Upwork,SEO,91.63,mock_price
2025-08-01,2025-08,Fiverr,SEO,187.65,mock_price
2025-08-01,2025-08,Upwork,SEO,150.24,mock_price
2025-08-01,2025-08,Fiverr,SEO,93.88,mock_price
2025-08-01,2025-08,Fiverr,SEO,112.84,mock_price
2025-08-01,2025-08,Upwork,SEO,102.49,mock_price
2025-08-01,2025-08,Upwork,SEO,147.55,mock_price
2025-08-01,2025-08,Fiverr,SEO,282.78,mock_price
2025-08-01,2025-08,Fiverr,SEO,114.87,mock_price
2025-08-01,2025-08,Fiverr,SEO,188.66,mock_price
2025-08-01,2025-08,Fiverr,SEO,283.34,mock_price
2025-08-01,2025-08,Upwork,SEO,98.43,mock_price
2025-08-01,2025-08,Fiverr,SEO,144.29,mock_price
2025-08-01,2025-08,Upwork,SEO,105.62,mock_price
2025-08-01,2025-08,Fiverr,SEO,93.43,mock_price
2025-08-01,2025-08,Upwork,SEO,77.37,mock_price
2025-08-01,2025-08,Upwork,SEO,97.29,mock_price
2025-08-01,2025-08,Fiverr,SEO,133.38,mock_price
2025-08-01,2025-08,Fiverr,SEO,123.18,mock_price
